Title,Course,Description,Source,Prep Time,Cook Time,Total Time,Servings,Yield,Ingredients,Directions,Tags,Rating,Photo Url,Calories,Fat,Cholesterol,Sodium,Sugar,Carbohydrate,Fiber,Protein,Cost,Created At,Updated At
GROENE RISOTTO MET GEITENKAAS EN MUNT,,Mijn go-to recept als ik mensen ontvang: risotto! Nu weer eens een nieuwe versie met extra veel groenten (en extra veel kaas * ). Enjoy!!,PLHEZ Insta,,,,,,"Voor 4 personen:
300 gr erwtjes uit diepvries
400 g spinazie
Handjevol munt
2 teentjes knoflook, fijngesneden
2 preien, in halve ringen
3 el olijfolie
400 g risottorijst
Flinke scheut droge witte wijn
1,5 liter groentebouillon
40 g Parmezaanse kaas, geraspt
Sap en rasp van 1 citroen
1 blokje roomboter, optioneel
150-200 g geitenkaas
Peper, zout
Ter garnering: bieslook, extra citroenrasp, peper","Zet een pan met een laagje water en zout op het vuur en breng aan de kook. Draai het vuur uit en laat de erwtjes 3 minuten in het water warm worden. Voeg dan de spinazie nog 1 minuut toe. Giet daarna af. Doe de erwtjes en de spinazie in een blender met de munt en blend tot een gladde saus. Breng op smaak met zout en peper. 
Verhit een scheut olijfolie in een diepe pan. Bak de knoflook en prei hier in aan tot de prei zacht is.
Voeg de risottorijst toe. Bak de rijst even aan tot de korrels glazig zijn. Blus af met de witte wijn.
Zet de bouillon op het vuur en breng aan de kook.
Laat de wijn volledig inkoken. Voeg vervolgens een klein beetje van de bouillon toe. Roer goed door. Zodra de rijst de bouillon volledig heeft opgenomen, voeg je een nieuwe soeplepel bouillon toe. Dit herhaal je zo’n 30 minuten, tot de rijst gaar en smeuig is. Het kan zijn dat je bouillon overhoudt of juist een beetje bij moet maken.
Als de risotto bijna gaar is, voeg je de groene saus toe, samen met een klein beetje roomboter. Roer goed door. Voeg de Parmezaanse kaas en de helft van de geitenkaas toe. Als laatst voeg je nog de citroenrasp en sap toe. Breng extra op smaak met peper en zout indien nodig.
Verdeel de risotto over de borden. Top af met de rest van de geitenkaas, citroenrasp en optioneel wat bieslook.",Risotto,,https://raw.githubusercontent.com/rendyhd/melamigration/main/images/454C7B15-5288-459A-897B-E7225891CF71.jpg,,,,,,,,,,24/06/2024 8:48,24/06/2024 8:48
"Lasagna met nduja, aubergine en tomatensaus!",,,Lynnvandehorst,,,,,,"Ingredienten:
tomatensaus
800 g @mutti_nl Polpa
40 g nduja
40 g basilicum
1 tl suiker
peper en zout, naar smaak
scheutje olijfolie
aubergines
2 grote aubergines
zonnebloemolie, om in te bakken
keukenzout, om te zouten
extra
2 bollen mozzarella
20 g parmigiano reggiano
12 lasagnevellen","Snijd de aubergine in dunne plakken. Bestrooi met zout en zet opzij.
Verwarm een pan met olijfolie en voeg hier de nduja aan toe. Laat de nudja helemaal smelten. Voeg de Polpa, suiker en basilicum toe. Laat dit op zacht vuur pruttelen.
Dep de aubergines droog met keukenpapier.
Verwarm een grote koekenpan met een laagje zonnebloemolie en bak hier de aubergines (in verschillende delen) goudbruin. Leg de aubergines die klaar zijn op keukenpapier.
Bouw de lasagne als volgt op: saus, lasagnevellen, aubergine en herhaal dit. Eindig met een laag saus en verdeel hierover de parmigiana en mozzarella. Maak af met wat gemalen zwarte peper.
Zet de lasagna 20 minuten in een voorverwarmde oven van 180 graden.",Lasagne,,https://raw.githubusercontent.com/rendyhd/melamigration/main/images/D0F97296-5DB3-47B3-8DD5-6F059DF227FF.jpg,,,,,,,,,,06/07/2024 9:48,06/07/2024 9:48
Krokante Aardappelsalade,,,Lynnvandehorst,,,,,,"1 kg aardappels, vastkokend
2 el mayonaise
2 el griekse yoghurt
1 el rode wijnazijn
1 el mosterd
110 g tonijn uit blik, uitgelekt
1 sjalot, gesnipperd
1 el kappertjes
1/4 citroen, sap
100 g tomaten, gehalveerd
handvol bieslook, fijngesneden
peper en zout
3 el zonnebloemolie","Kook de aardappels 20 minuten in gezout water.
Leg de aardappels op een ovenrooster en plet de aardappels plat met de achterkant van een glas.
Breng de aardappels op smaak met zonnebloemolie, zout en peper.
Rooster de aardappels 60 minuten in een voorverwarmde oven van 210 graden goudbruin.
Meng mayonaise, Griekse yoghurt, rode wijnazijn, mosterd, tonijn, sjalot, kappertjes, citroensap, peper en zout in een kom.",Salade,,https://raw.githubusercontent.com/rendyhd/melamigration/main/images/328D83FB-EEBF-4238-8E0A-696AD025F773.jpg,,,,,,,,,,06/07/2024 9:49,06/07/2024 9:49
Stoof van Bonen met Cavalo Nero en Chorizokruim,,,PLHEZ,,,,,,"Voor 4 personen:
1 ui, gesnipperd
2 teentjes knoflook, fijngesneden
2 wortels, in kleine blokjes
1 tl gerookt paprikapoeder
1 tl oregano
500 ml (groente of runder) bouillon
400 g tomatenblokjes
800 g cannellibonen (ook lekker met kikkererwten), uitgelekt
300 g cavolo nero of een andere stevige bladgroente,
grofgehakt
sap van 1/2e citroen
150 g chorizo, in kleine stukjes
6 el panko
Olijfolie om in te bakken
Peper, zout","Serveer met brood!
Verhit een scheut olie in een pan en bak de ui, knoflook en wortel hier in aan, samen met het paprikapoeder en de oregano.
Voeg de bouillon, tomatenblokjes en bonen toe. Breng zachtjes aan de kook voor 20-30 min. 3. Maak ondertussen de chorizocrumble: bak de gesneden chorizo in een pan met wat olijfolie knapperig. Voeg vervolgens de panko toe en bak nog even 2 minuten mee, tot de panko ook goudbruin (en oranje van de olie) is. 4. Voeg als laatst de cavolo nero toe en laat nog even een paar minuutjes mee sudderen. Voeg meer bouillon toe als je een meer ""soep""-achtige consistentie wil. Breng op smaak met peper en zout en voeg als laatst het citroensap toe. Verdeel over borden, top af met de chorizo en serveer met lekker knapperig brood.
View all 21 comments",Peulvruchten,,https://raw.githubusercontent.com/rendyhd/melamigration/main/images/E0D36A9C-4C0A-465C-8405-47828319AAC5.jpg,,,,,,,,,,24/03/2024 18:24,24/03/2024 18:24
"Krieltjes met gilbir-boter, yoghurt, dille en zonnebloempitten",,"Çilbir is een Turks gerecht van gepocheerde eieren in yoghurt, met daaroverheen een boter van Aleppo-peper, komijnzaad, gerookt paprikapoeder, knoflook en dille. Het is ongelofelijk lekker en ik eet het graag als lunchgerecht. Hier vervang ik de eieren door krieltjes; het bijgerecht van mijn dromen.
Tip van Lynn: wil je er een hoofdgerecht van maken? Verdeel 500 gram kerstomaten over een ovenschaal en breng op smaak met oliffolie, suiker, komijnzaad, zout en peper. Zet de tomaten de laatste 20 minuten in de oven. Serveer de geroosterde tomaten bij de aardappels.",,,,,,,"Ingredienten
500 g krieltjes, over de lengte gehalveerd
1 tl komijnzaad
1 tl gerookt paprikapoeder
zout en versgemalen peper
extra vierge oliffolie
50 g zonnebloempitten
75 g boter
2 tenen knoflook, geperst
1 tl Aleppo-peper
1 tl komijnzaad
1 tl gerookt paprikapoeder
4 el Turkse yoghurt
10 g dille
rasp van ½ citroen","1 Verwarm de oven voor op 200 °C.
2 Meng in een kom de krieltjes met het komijnzaad en gerookt paprikapoeder en breng op smaak met zout, peper en olijfolie. Rooster de krieltjes in het midden van de oven in 30 minuten goudbruin.
3 Rooster intussen in een droge koekenpan op middelhoog vuur de zonnebloempitten en zet ozij.
4 Smelt in een steelpan op middelhoog vuur de boter. Voeg zodra de boter is gesmolten de knoflook, Aleppo-peper, het komijnzaad en het gerookt paprikapoeder toe. Neem de pan van het vuur en zet opzij.
5 Verdeel de Turkse yoghurt over een serveerschaal. Verdeel de helft van de boter erover en marmer de boter met de bolle kant van een lepel door de yoghurt.
6 Verdeel de aardappels over de yoghurt en schenk de rest van de boter eroverheen. Garneer met de geroosterde zonnebloem pitten, dille en de citroenrasp.",,,https://raw.githubusercontent.com/rendyhd/melamigration/main/images/A27717BD-745E-444D-9EEA-AEC354DB9F59.jpg,,,,,,,,,,06/07/2024 15:23,06/07/2024 15:23
Melanzane alla Parmigiana,,"Jamie Oliver maakte ooit op televisie zijn versie van de Italianse klassieker melanzane alla parmigiana. Mijn moeder zag dat en ging direct zelf aan de slag. Het was de lekkerste ovenschotel die we ooit hadden gegeten en een gerecht waarvan ik altijd hoop dat het in de oven staat als ik richting Brabant rij.

Notes:
Tip van Lynn: dit is mijn favoriete gerecht om te maken voor een grote groep. Het is vegetarisch en perfect voor te bereiden. Ik bouw de melanzane 's middags op en schuif 'm als iedereen binnen begint te druppelen in de oven.
Voor 4 personen",Lynnvandehorst,,,,,,"Ingredienten
3 aubergines (ca. 300 g), in plakken van
2 cm dik
zout en versgemalen zwarte peper
700 ml passata
4 tenen knoflook, geperst
1 tl suiker
zonnebloemolie
20 g basilicum (alleen de blaadjes)
2 flinke bollen buffelmozzarella, in
stukken gescheurd
80 g geraspte Parmezaanse kaas","1 Verwarm een oven voor op 180 °C.
2 Bestrooi de plakken aubergine met zout en laat 30 minuten staan. Het zout trekt een deel van het vocht uit de aubergine, waardoor je 'm straks goed kunt frituren.
3 Verwarm in een pan op laag vuur de passata met de knoflook en de suiker en breng op smaak met zout en peper.
4 Knijp overtollig vocht uit de aubergineplakken, laat uitiekken en dep droog met keukenpapier.
5 Verhit in een koekenpan op middelhoog vuur een flinke scheut zonnebloemolie. Frituur de aubergineplakken in porties goudbruin. Laat uitlekken op keukenpapier.
6 Bouw de melanzane op in een ovenschaal van circa 25 bij 30 centimeter. Dit doe je als volgt: een laag saus, een laag aubergineplakken, een laagje basilicumblaadjes, een laagie buffelmozzarella en Parmezaanse kaas, enzovoorts. Gebruik een hele bol mozzarella voor de bovenste laag en bestrooi tot slot met Parmezaanse kaas en zwarte peper.
7 Bak de melanzane in het midden van de oven in ongeveer 25 minuten goudbruin. Neem de ovenschaal uit de oven en laat de melanzane voor het serveren 5à 10 minuten rusten.",Lasagne,,https://raw.githubusercontent.com/rendyhd/melamigration/main/images/CEBE7D84-5C84-4707-B164-5E63733882B8.jpg,,,,,,,,,,06/07/2024 15:26,06/07/2024 15:26
Culy Basics: deze Griekse kipsouvlaki met pita is ideaal voor een doordeweekse dag,,Vind je dit ook zo lekker?,https://www.culy.nl/recepten/kip-souvlaki-grieks/,,,,,Ingrediënten,"600 gram kipfilet, in blokjes gesneden
2 teentjes knoflook, fijngehakt
1 theelepel oregano, gedroogd
1 theelepel tijm, gedroogd
1 theelepel paprikapoeder
Zout en peper naar smaak
2 eetlepels olijfolie
Sap van 1 citroen
Pitabroodjes
Tzatziki
1 tomaat, in plakjes
1 rode ui, in ringen","Voeg blokjes kipfilet toe aan een grote kom. Doe vervolgens knoflook, tijm, oregano, zout en peper erbij. Volg met de twee eetlepels olijfolie en het sap van 1 citroen . Mix de marinade van de souvlaki goed, zodat alle blokjes kip zijn bedekt. Laat de kip minimaal 1 uur marineren.
Als je houten spiesen gebruikt, laat ze dan minimaal 15 minuten weken in water voordat je begint met bakken. Dep ze daarna droog. Hierdoor zullen de spiesen niet verbranden tijdens het bakken.
Laat een eetlepel zonnebloemolie heet worden in een grillpan. Verdeel ondertussen de blokjes kip over de 6 spiesen.
Voeg de rauwe souvlaki toe aan de grillpan en bak ongeveer 8-10 minuten, regelmatig draaiend, tot de kip gaar en mooi gegrild is.
Serveer de kipsouvlaki met warme pita’s, tzatziki, gesneden groente als tomaten en rode uien en eventueel wat extra citroenpartjes .",,,https://raw.githubusercontent.com/rendyhd/melamigration/main/images/culy.nl_recepten_kip-souvlaki-grieks.jpg,,,,,,,,,,26/07/2024 10:28,26/07/2024 10:28
"Culy Homemade: traybake met zalm, broccoli en aardappels",,Lekker de oven 't werk laten doen!,https://www.culy.nl/recepten/traybake-met-zalm-broccoli/,,,,,Ingrediënten,"1 kilo kleine aardappeltjes, gehalveerd (CêlaVíta)
1 broccoli, in roosjes
2 eetlepels olijfolie
Zout & peper
1 theelepel paprikapoeder
4 zalmfilets
Citroenpartjes, voor het serveren
200 gram Griekse yoghurt
1 eetlepel citroensap
2 eetlepels fijngehakte verse dille
2 eetlepels fijngehakte verse peterselie
1 teentje knoflook, fijngehakt
Zout & peper","Verwarm de oven voor op 200 graden.
Leg de gehalveerde aardappeltjes en broccoliroosjes op een grote bakplaat. Besprenkel met olijfolie en bestrooi met zout, peper en paprikapoeder. Meng goed zodat de groenten gelijkmatig bedekt zijn met de kruiden.
Zet de traybake in de hete oven en bak 20 minuten.
Haal de traybake uit de oven en leg de zalmfilets tussen de aardappeltjes en broccoli. Bestrooi de zalm met wat zout en peper naar smaak en smeer in met olie.
Zet de bakplaat terug in de oven en bak nog eens 15 minuten, of totdat de zalm gaar is en de aardappeltjes krokant zijn.
Terwijl de traybake in de oven staat, meng je in een kom de Griekse yoghurt, citroensap, fijngehakte dille, peterselie, knoflook, zout en peper.
Haal de traybake met zalm uit de oven en serveer het met het yoghurtsausje. Garneer met verse citroenpartjes.",,,https://raw.githubusercontent.com/rendyhd/melamigration/main/images/culy.nl_recepten_traybake-met-zalm-broccoli.jpg,,,,,,,,,,26/07/2024 10:29,26/07/2024 10:29
Culy Homemade: makkelijke en snelle gnocchi traybake met tomaatjes en burrata - Culy.nl,,Gefeliciteerd: je hebt een toprecept te pakken!,https://www.culy.nl/recepten/gnocchi-traybake/,,,,,Ingrediënten,"2 sjalotjes, in reepjes
2 teentjes knoflook, ongepeld
1 kilo kerstomaatjes
400 gram gnocchi
1 eetlepel vers citroensap
Handje pistachenoten, fijngehakt en geroosterd
Paar takjes verse basilicum
3 bollen burratini (of 2 grote bollen burrata)
Zout & Peper
Olijfolie","Verwarm de oven voor op 200 graden. Bekleed een bakplaat met bakpapier en doe daarop de ui, knoflook, tomaatjes, gnocchi, een flinke snuf olijfolie en het zout. Schep alles door elkaar. Kruid royaal af met vers gemalen zwarte peper.
Zet ongeveer 25 à 30 minuten in de voorverwarmde oven, of tot de tomaatjes zijn gebarsten.
Vis de knoflook van de bakplaat en pel de twee teentjes. Doe dit in een klein kommetje en mix met 1/4 theelepel zout. Voeg het citroensap, 1 eetlepel olijfolie toe en een snuf zout en peper toe.
Sprenkel deze dressing over de bakplaat en schep alles om.
Schik er dan de burrata, pistachenootjes en blaadjes basilicum tussen.",,,https://raw.githubusercontent.com/rendyhd/melamigration/main/images/culy.nl_recepten_gnocchi-traybake.jpg,,,,,,,,,,26/07/2024 10:31,26/07/2024 10:31
Sausage and Apple Stuffed Acorn Squash,,"Sausage and apple stuffed acorn squash is the perfect fall meal. The combination of the sweetness from the apples and squash mixed with spices in the sausage make a warm, comforting, and hearty meal.

Notes:
While this recipe uses acorn squash, you could substitute it with butternut squash if that is all you have. It will have a slightly different flavor.
Save the seeds, clean them, toss with oil and salt, and bake until toasted. Squash seeds make a healthy and yummy snack.",https://www.farmhouseonboone.com/sausage-and-apple-stuffed-acorn-squash/,20,55,75,4,4,"2 small acorn squash
1 tablespoon olive oil
# For the filling
1 pound sausage
1 onion (diced)
1 apple (diced)
1 stalk celery (minced)
2 cloves garlic (minced)
1/2 teaspoon salt
several grindings black pepper
1 tablespoon fresh sage (chopped (or 1/2 tsp dried))
1/2 cup fresh parmesan (shredded)","Preheat oven to 400 degrees.
Cut squash in half and scoop out seeds with a large spoon.
Place on a parchment lined baking sheet, cut side up.
Drizzle with olive oil and sprinkle with salt and pepper.
Bake for 40 minutes.
While the squash cooks, add sausage into a cast iron skillet over medium heat and brown for about 5 minutes, breaking it up into small chunks.
Add in the onion, celery, garlic, salt, and pepper.
Cook for a few more minutes, until cooked through and onions and celery have softened.
Add in apples and sage.
When finished baking, remove the baking sheet with acorn squash from the oven, and set on a heat resistant surface like a stove top or trivet.
When the squash is cool enough to handle, scoop out the soft squash and add it to the skillet with the sausage and veggie mixture.
Add half of the parmesan.
Scoop the squash, sausage, and veggie mixture back into the hollowed out squash.
Top with the remaining parmesan cheese and bake an additional 15 minutes until the cheese has started melting and the filling is starting to turn golden.",,,https://raw.githubusercontent.com/rendyhd/melamigration/main/images/farmhouseonboone.com_sausage-and-apple-stuffed-acorn-squash.jpg,553,37 g,93 mg,1247 mg,6 g,33 g,5 g,23 g,,20/09/2024 20:01,20/09/2024 20:01
